ItemID,Sentiment,SentimentText
1037412,Negative,made the mistake of going 2 get the mail amp opening ltr from mortgage co i dont understand now i ll never sleep 2 much worry 
1037413,Negative,made the mistake of looking at my birthday pictures 
1037414,Negative,made the mistake of putting my beach bag on my bed now there s sand in it booo goodnight world 
1037415,Negative,made the poor puppy throw up two earplugs and string are not good for puppies though had to be done
1037416,Positive,made the table no prob but they sent the wrong bloody chairs can t be arsed so out enjoying the sunshine
1037417,Positive,made the varsity cheer squad 
1037418,Positive,made the witch from firefox to safari 4 verdict super fast but i hate the tab closing though i don t think anyone gives a shit lol 
1037419,Positive,made this for you when i got home from wango tango http bit ly 1ujzq what a wonderful day 
1037420,Negative,made this my homeee pagee i hope you have fun at take 40 short stack extremely jealous 
1037421,Positive,made to work on time yes time to make some money
1037422,Negative,made toast its not the best but i can t believe were out of school next thursday so scary ahh don t want it to end 
1037423,Positive,made tons of progress on my gui final project a personal calendar thing takes a lot of the pressure off calling it good for today
1037424,Positive,made two fuzzy wuzzy scarves for the craft sale so far yay
1037425,Positive,made two new dresses out of old shirts
1037426,Negative,made up her mind she s gonna forget her frustrations and focus on her other goals in life so hard to give it up but i need move on 
1037427,Negative,madeleine is being bad http apps facebook com dogbook profile view 4153483
1037428,Negative,madlib at fabric pushed back to next tuesday still can t make it though http bit ly 9idwf
1037429,Positive,madness at friendlys right now literally a line around the restaraunt am i waiting in it of course bsweens and i
1037430,Positive,madtv made some funny steven seagal spoofs but the clips with some aikido demonstrations of him are cool too
1037431,Positive,mæ a to cáº chiá u nhã bãªn cáº nh khoan tæ á ng 1 tháº ng vá váº n tá nhiãªn xá c vã o phã²ng tháº t lã há i tá ä áº y ä á quot thiãªn thá i ä á a lá i nhã n hã²a quot x
1037432,Positive,mæ a thoáº i mã i vã i tá i nay cã³ khá i thá ä á lá má 
1037433,Positive,maedo opens its doors today finally a place that fuses digital ambiance with fresh delicious lunch food
1037434,Negative,mafia wars admin did a secret user data roll back on server just now on i lost cash powers points exp facebook mafia wars
1037435,Negative,mafia wars is experiencing server problems must be the cuba upgrades i know its to be expected but when i wanna play i wanna play
1037436,Negative,mafia wars it is but can some people play fair i haven t robbed or deliberately attacked anyone but this toad guy s harassing me 
1037437,Positive,magah se harï ½ twitter 
1037438,Negative,magelang i m coming
1037439,Negative,magento changing code too frequently
1037440,Positive,magento has suddenly clicked i get it now
1037441,Positive,maggie call meeeeeeeee weeeeeeeee neeeddddd tooooo hang out
1037442,Positive,magic amp lakers in the final just as i predicted i m thinkin they re gonna have to make a dwight howard puppet now
1037443,Positive,magic baby lets go finals d howard 40 pts
1037444,Positive,magic cookie bars and ice cream yumm
1037445,Negative,magic garageband keeps crashing on start up ugh i need it i need ilife 09 
1037446,Positive,magic in 3 kobe leaves team after losing game 3 by 25 points lakers forfeit before game 4 
1037447,Negative,magic let me down missin the cavs still
1037448,Negative,magic lost nevermind i believe magic will win next few games at home and hopefully steal one game from the lakers to win the championship
1037449,Negative,magic lost but dwighthoward we still love you 
1037450,Negative,magic might beat the lakers this is a close game
1037451,Positive,magic missile lol always have a detect magic and cloak of invisibility ready to make a bolt for it
1037452,Positive,magic mountain 
1037453,Positive,magic mountain today has been a blast perfect weather and great company what more can i ask for 
1037454,Negative,magic moutain but we dnt have the whole crew
1037455,Negative,magic vs lakers magic will take the prize 
1037456,Negative,magic vs lakers who s going to win how many games i hate to say it but lakers in 5 games 
1037457,Positive,magic water is liquid not water and its color is black it won t make your hands be wet magic
1037458,Negative,magic win series 4 3 why boston why 
1037459,Negative,magics lost this don t make no sense 
1037460,Positive,magnificent mangrove forest sundabans in bangladesh india http bit ly 3alxix from the sky of course 
1037461,Negative,magnos making me a frozen dinner why am i ssuchh a fatty 
1037462,Positive,magnus is here today was a good day as always 
1037463,Positive,magpie works they just placed the first ad in my account and i earned 0 63 for nothing gt http bit ly midph
1037464,Positive,maguire takes over new york new jersey radio june 9th details 2 come
1037465,Negative,mah bed s calling me too bad my ass is here for the nxt 4 hrs double shifts arent fun
1037466,Negative,mah c kat oh piece what man n kelosing 
1037467,Positive,mah grandad entered me into a drawing for tickets to music as a weapon the fifth feat disturbed hope i win 
1037468,Negative,ma han i ve had a weird day i didn t get to go for my run tho maybe i ll go tomorrow 
1037469,Negative,maharlika wit mama lolas bday tomorrow amp papa day i wont be seein beh 4 a while
1037470,Negative,mai thi
1037471,Negative,mai thi communication system mï ½ ch a cï ½ h c c ch nï ½o h t ch c l i f i n p gi y tr ng nh hï ½m thi mï ½n anten quï ½ lt 
1037472,Positive,maiita thanks for all the shoutouts ch gi and kat are in the jonas special screening so lucky had to stay in and work
1037473,Positive,mail was low going home 
1037474,Positive,mailing a few things picking up drycleaning amp then headed to the outlets amp ikea for the day yay 
1037475,Positive,mailing the university of canberra
1037476,Positive,mails done prepared for the trip to rome now time for a coffee in the open office in the sun
1037477,Negative,main computer has worms
1037478,Negative,main street blocked off heard someone was run over by a bus main st amp norman pl http loopt us 2l9phq t
1037479,Negative,mainlining kitty now genuinely crying with laughter i do believe pmsl amp rotfl are popular ways of describing such mirth youth of today
1037480,Positive,maino ft t pain all the above
1037481,Positive,mainstream is v excited about urban legacy throughout june peepul centre leicester come down and check out what leicester s got x 
1037482,Negative,maintenance on vegetable garden complete bok choy under attack from inserts in other news my raid array is getting rebuilt 
1037483,Negative,maintenance maintenance maintenance youtube hates me 
1037484,Positive,mairi s was awesome it is so warm dude bbq 
1037485,Negative,mais alguã m unllower 
1037486,Positive,mais non mister26 u can help me refresh my mind 
1037487,Positive,mais tarde eu volto tchau twitter
1037488,Negative,mais mais gregwar ne me suit pas sur twitter
1037489,Positive,maita loving the comments about the june ish from other tgs glad you loved it girls it truly brightened up my sleepy monday
1037490,Positive,maitreya for bobby s bday yay
1037491,Positive,majestic first set from federer if it continues like this the french open final will be over in about an hour
1037492,Negative,majide seriously jealous of kris williams wopuld love to work w jay and grant http myloc me 4ehy
1037493,Negative,major anxiety attack while driving storms like this freak me out
1037494,Negative,major fail iphone gave 20 warning as i arrived at the gym to watch more x files
1037495,Negative,major failure today with p90x diet 2 pieces of cake on the bright side i ran 2 miles biked 10 and day 3 shoulders and arms abs
1037496,Negative,major food baby
1037497,Negative,major headache im thinking being on here is making it worse but oh well lol
1037498,Negative,major headache coming on whyy mee 
1037499,Negative,major headache today not a promising start in birmingham al http loopt us zbjnug t
1037500,Negative,major headache yo this been goin for like 2 weeks now i think sumthin is wrong wit me
